,HBA,HBD,TPSA,dipole,excitation_energy_1,excitation_energy_2,excitation_energy_3,excitation_energy_4,homo_energy,homo_lumo_gap,logP,lumo_energy,melting_point,molecular_refractivity,oscillator_strength_1,oscillator_strength_2,oscillator_strength_3,oscillator_strength_4,pccdb_id,smiles
366,3,2,63.32,4.48,5.685,5.752,5.831,5.939,-6.566,6.7,0.512,0.133,122.19,33.6,0.0046,0.0177,0.0053,0.0155,3452,N[C@@H](C#C)CCC(=O)O
367,4,0,52.6,1.18,5.06,5.387,5.536,5.593,-6.531,6.057,1.537,-0.473,55.98,49.44,0.0059,0.066,0.03,0.0455,7942,CC(=O)Oc1cccc(c1)OC(=O)C
368,2,2,52.04,1.41,5.625,5.661,6.024,6.234,-6.169,8.068,3.032,1.899,123.9,53.56,0.0356,0.0393,0.0031,0.0003,6650,C[C@]1(N)CC[C@@H](CC1)C(N)(C)C
369,6,3,112.98,8.2,4.278,4.926,5.093,5.217,-6.272,5.012,-0.008,-1.26,199.87,40.89,0.0058,0.001,0.0057,0.0011,909,OC(=O)[C@@H](NC=N)CCC(=O)O
370,3,1,38.69,3.17,4.996,5.058,5.269,5.491,-5.535,5.973,1.409,0.438,55.51,41.45,0.0136,0.0007,0.0001,0.0093,7041,COc1cccc(c1O)OC
371,4,2,72.55,2.93,5.313,5.567,5.803,5.91,-6.457,6.506,2.08,0.049,107.08,56.06,0.0,0.026,0.0013,0.0361,5752,CC[C@](c1ccccc1)(COC(=N)O)O
372,3,0,35.53,1.89,5.811,6.492,6.705,6.895,-6.983,7.298,1.366,0.316,-24.4,42.94,0.0012,0.0017,0.0211,0.0016,8160,CCCCOCCOC(=O)C
373,2,0,34.14,1.37,2.721,2.945,3.536,3.571,-7.173,4.003,1.622,-3.17,106.48,44.24,0.0,0.0,0.0116,0.0546,8530,O=C1C=CC(=O)c2c1cccc2
374,2,0,26.3,1.89,5.806,7.462,7.781,7.888,-7.649,7.856,0.815,0.207,-39.8,18.21,0.0014,0.01,0.1146,0.0447,8025,CCOC=O
375,2,0,26.3,1.4,5.449,5.599,5.699,5.882,-6.109,6.455,3.242,0.346,8.31,60.13,0.0272,0.0066,0.0062,0.0019,7780,C/C(=C\COC(=O)C)/CCC=C(C)C
376,6,3,111.9,2.77,2.955,3.675,4.564,4.856,-6.278,3.812,0.113,-2.465,182.11,44.94,0.0002,0.4597,0.0144,0.0,548,O/C=C(\CC(=O)O)/C=C/C(=O)C(=O)O
377,2,1,43.09,4.3,4.209,5.4,5.775,6.192,-6.588,6.196,0.625,-0.392,60.74,24.25,0.0001,0.016,0.0051,0.0034,118,NCCCC=O
378,5,4,90.15,4.65,5.871,6.279,6.418,6.545,-6.743,7.793,-2.192,1.05,61.54,34.57,0.0056,0.0012,0.0132,0.0044,40,OC[C@H]1O[C@H](O)C[C@H]([C@H]1O)O
379,3,1,46.53,3.26,3.817,4.437,4.821,5.25,-6.166,4.92,1.603,-1.246,85.3,45.15,0.0003,0.113,0.1246,0.0012,2214,COc1cc(ccc1O)C(=O)C
380,5,3,102.78,3.08,4.904,5.02,5.142,5.305,-5.592,5.636,1.918,0.044,203.63,61.32,0.0012,0.0044,0.0041,0.0001,8249,N=C(NC(=[NH2])[NH])NCCc1ccccc1
381,2,0,26.3,1.88,5.799,6.949,7.488,7.634,-7.225,7.695,0.958,0.471,-13.46,27.43,0.0013,0.0368,0.0212,0.0063,7915,CC(OC(=O)C)C
382,1,0,25.3,1.72,5.099,5.383,5.915,6.465,-5.905,7.097,0.979,1.192,-14.94,19.32,0.0,0.0015,0.0342,0.0339,1068,CSC
383,1,0,17.07,2.61,4.299,6.181,7.054,7.387,-6.615,6.147,0.595,-0.468,-3.18,16.73,0.0,0.0529,0.0027,0.0,180,CC(=O)C
384,0,0,0.0,0.04,7.278,7.29,7.691,7.693,-7.834,9.987,2.587,2.152,-4.65,33.65,0.0036,0.0,0.015,0.0018,7962,CC1CCCCC1
385,1,0,3.24,1.88,4.414,4.46,4.879,4.905,-4.914,5.263,2.533,0.348,11.33,50.26,0.0356,0.067,0.0332,0.033,7061,CCN(c1ccccc1)CC
386,6,3,148.55,2.56,3.911,4.297,4.53,5.033,-6.637,4.762,0.678,-1.875,169.51,57.05,0.0092,0.0002,0.0009,0.031,3864,COC(=O)[C@@H](CCCNC(=N)NN(=O)=O)N
387,3,0,35.53,1.8,4.751,5.079,6.127,6.246,-6.98,5.72,0.752,-1.26,-44.33,37.66,0.0003,0.0002,0.0129,0.4607,7827,CCOCCOC(=O)C=C
388,1,0,17.07,3.44,3.685,4.686,5.235,5.274,-6.501,5.086,1.815,-1.415,65.63,39.49,0.0,0.0383,0.194,0.0002,6735,O=C1CCc2c1cccc2
389,3,2,73.13,2.61,5.692,6.175,6.35,6.509,-6.463,8.115,0.936,1.652,77.55,33.87,0.0093,0.0017,0.0516,0.0293,5230,NCCC[P@@](=O)(O)C
390,2,0,26.3,1.92,5.808,7.392,7.545,7.74,-7.614,7.856,1.841,0.242,-41.79,32.63,0.0013,0.0377,0.0691,0.0245,8052,O=COCCC(C)C
391,3,3,60.69,3.54,6.453,6.68,6.7,6.95,-7.012,8.433,-1.668,1.42,31.28,20.02,0.0134,0.0057,0.0061,0.0122,753,OCC(CO)O
392,1,0,23.79,3.94,7.535,7.731,7.779,8.098,-8.656,9.633,1.166,0.977,8.67,21.09,0.0048,0.0051,0.0201,0.0333,6559,CC(C#N)C
393,1,1,20.23,1.32,4.927,5.04,5.398,5.622,-5.739,5.777,4.106,0.038,69.11,66.7,0.0268,0.0001,0.0046,0.0808,8814,CC(c1ccc(cc1)O)(CC(C)(C)C)C
394,3,2,49.69,1.67,6.765,6.827,6.95,7.201,-7.252,9.119,-1.012,1.867,3.05,24.75,0.0065,0.0075,0.0044,0.0133,8117,OCCOCCO
395,2,2,24.06,0.0,5.311,5.369,5.746,5.798,-5.823,8.017,-0.163,2.193,51.7,32.66,0.0,0.0037,0.0259,0.0,4837,N1CCNCC1
396,6,4,133.51,6.97,5.303,5.499,5.646,5.819,-6.221,7.072,0.654,0.852,229.69,45.67,0.0044,0.0003,0.0002,0.0036,2234,[NH]C(=[NH2])NCCC[C@@H]([C](O)[NH])N
397,2,2,52.04,2.61,4.488,4.637,4.767,5.058,-5.021,5.608,2.013,0.588,102.63,35.25,0.008,0.028,0.0071,0.0095,7935,Nc1cccc(c1)N
398,8,4,146.26,7.73,5.088,5.353,5.751,5.848,-6.397,6.637,-0.889,0.239,213.0,43.39,0.008,0.0007,0.0359,0.0062,587,OC(=O)CN(C(=N)NP(=O)(O)O)C
399,1,1,28.68,2.29,6.031,6.311,6.572,6.799,-6.621,7.276,0.41,0.656,65.09,18.59,0.0072,0.0,0.0672,0.0125,1048,c1ccn[nH]1
400,2,2,40.46,2.22,6.446,6.558,6.779,7.242,-6.928,8.569,0.528,1.641,21.7,33.32,0.0341,0.0094,0.0052,0.001,7870,C[C@@H](CC(O)(C)C)O
401,1,0,13.14,0.71,4.45,4.581,5.239,5.429,-6.008,5.089,3.586,-0.92,92.22,53.72,0.0289,0.2991,0.0324,0.0781,568,c1ccc2c(c1)oc1c2cccc1
402,3,2,63.32,7.22,5.568,5.847,6.397,6.504,-6.425,7.464,0.9,1.039,105.51,30.63,0.0015,0.0051,0.0121,0.0071,138,NCCCCC(=O)O
403,4,2,74.6,0.0,4.511,4.527,4.57,5.013,-7.388,5.263,1.083,-2.125,186.97,40.36,0.0354,0.0,0.0,0.4373,7489,OC(=O)c1ccc(cc1)C(=O)O
404,1,0,12.89,1.76,4.827,5.178,5.356,6.114,-6.748,6.21,1.644,-0.539,21.99,34.01,0.0042,0.0002,0.0606,0.0693,7523,CCc1ccccn1
405,7,4,134.1,3.25,4.05,5.563,5.946,6.088,-6.988,5.638,-1.593,-1.35,112.46,40.74,0.0017,0.0091,0.0007,0.0044,641,O[C@@H]([C@H](C(=O)C)O)COP(=O)(O)O
406,3,1,65.54,4.63,4.848,5.174,5.454,5.88,-7.015,5.69,1.446,-1.325,93.87,31.28,0.0,0.021,0.1094,0.0003,6918,OC(=O)c1cscc1
407,1,1,20.23,1.37,4.91,4.956,5.403,5.554,-5.668,5.785,4.767,0.117,61.54,76.62,0.0363,0.0069,0.0019,0.0396,8455,CCC(c1ccc(c(c1)C(CC)(C)C)O)(C)C
408,5,2,91.67,2.92,2.937,4.299,4.769,4.793,-7.197,4.444,0.061,-2.754,158.27,39.03,0.0,0.0909,0.0535,0.1299,354,OC(=O)CC/C=C/C(=O)C(=O)O
409,5,1,116.87,2.05,3.133,4.147,4.548,4.747,-7.276,4.827,0.33,-2.449,100.65,33.86,0.001,0.0014,0.0011,0.0132,6261,[O][N]N(C(=N)NN(=O)=O)C
410,2,0,26.3,1.89,5.658,6.642,7.031,7.151,-7.045,7.505,3.154,0.46,15.49,59.01,0.0012,0.0286,0.0011,0.0054,6631,C[C@@H]1CC[C@H](CC1)C(OC(=O)C)(C)C
411,2,0,26.3,1.68,5.295,5.771,5.892,6.255,-6.746,6.465,1.75,-0.28,18.26,42.31,0.0016,0.0053,0.0597,0.001,8785,CC(=O)OCc1ccccc1
412,2,1,37.3,2.33,4.868,4.91,5.203,6.188,-6.83,5.625,1.693,-1.205,99.48,38.37,0.0165,0.0001,0.318,0.1631,7470,OC(=O)c1ccc(cc1)C
413,2,0,30.21,2.91,3.617,3.899,4.639,4.8,-6.278,4.498,2.946,-1.78,127.66,59.99,0.0,0.0684,0.0702,0.0023,7020,O=c1c2ccccc2oc2c1cccc2
414,2,0,26.3,1.82,4.86,4.92,5.392,6.217,-6.974,5.812,1.863,-1.162,28.6,42.53,0.0003,0.0181,0.2705,0.0113,7165,CCOC(=O)c1ccccc1
415,0,0,0.0,0.0,8.827,8.827,9.314,9.315,-9.255,12.106,1.026,2.852,-23.91,11.73,0.0,0.0,0.0607,0.0607,6324,CC
416,2,1,29.1,3.67,4.739,4.868,4.918,5.51,-5.644,5.603,2.026,-0.041,63.43,45.72,0.1132,0.0017,0.021,0.0148,8443,C/C(=N\c1ccccc1C)/O
417,2,2,77.6,0.67,5.138,5.292,5.76,5.783,-6.438,6.702,1.236,0.264,15.95,32.39,0.0031,0.0056,0.0509,0.019,8013,SCCCS
418,5,3,94.83,4.39,5.507,5.76,5.964,6.05,-7.116,6.373,-0.313,-0.743,157.4,35.7,0.001,0.0002,0.0002,0.003,1662,OC(=O)CC(CC(=O)O)(O)C
419,4,2,80.39,5.48,4.15,5.402,5.626,6.019,-6.944,6.106,0.468,-0.838,136.57,35.64,0.0,0.0026,0.0004,0.0008,207,O=CCCC[C@@H](C(=O)O)N
420,4,2,66.56,4.45,5.24,5.454,5.679,5.933,-6.191,6.354,-0.427,0.163,129.53,29.68,0.0344,0.0184,0.0099,0.004,1232,O=C1[C@H](N)CCN1O
421,2,1,38.91,5.55,4.171,4.212,5.082,5.105,-5.167,5.121,1.245,-0.046,67.98,28.64,0.0004,0.0171,0.0039,0.2775,1727,N=c1cc[nH]cc1
422,1,1,20.23,1.06,4.996,5.201,5.763,5.794,-5.878,5.932,1.701,0.054,48.13,33.43,0.0398,0.0001,0.0062,0.0017,342,Cc1cccc(c1)O
423,1,1,12.03,1.07,5.339,5.546,5.827,5.911,-5.676,7.978,1.477,2.302,23.19,35.56,0.0147,0.0162,0.0074,0.0047,7974,C[C@H]1CCCCN1
424,8,4,164.3,2.48,4.35,4.73,5.064,5.253,-6.283,5.388,0.322,-0.895,262.42,56.0,0.0126,0.0011,0.0117,0.0022,3464,[NH]C(=[NH2])NCCS[C@H](C(=O)O)CC(=O)O
425,4,2,74.6,8.29,5.46,5.576,5.784,5.848,-6.748,6.063,0.716,-0.686,127.75,34.5,0.0011,0.0006,0.0003,0.0004,196,OC(=O)CCCCC(=O)O
426,8,4,179.4,2.51,4.499,4.594,4.95,5.187,-6.019,5.412,1.716,-0.607,244.1,64.34,0.0058,0.002,0.0035,0.0061,3521,[NH]C(=[NH2])NCCSSCCNC(=[NH2])[NH]
427,6,3,113.87,4.59,5.804,6.383,6.943,7.167,-7.676,7.698,-0.82,0.022,132.98,25.57,0.0003,0.0073,0.0232,0.0207,529,OC(=O)COP(=O)(O)O
428,6,5,124.01,4.4,4.729,4.926,5.164,5.243,-5.848,5.543,0.243,-0.305,237.8,50.71,0.0859,0.0039,0.0171,0.0097,3171,OC(=O)[C@H]([C@H](c1ccc(c(c1)O)O)O)N
429,2,1,37.3,1.76,4.155,5.901,6.493,6.566,-6.468,5.943,-0.044,-0.525,14.77,22.7,0.0001,0.0033,0.0184,0.0208,179,CC(=O)[C@@H](O)C
430,4,2,74.6,2.68,4.622,4.973,5.953,6.461,-7.353,5.921,-0.199,-1.431,101.63,34.13,0.0019,0.0177,0.0063,0.0162,21,CC[C@](C(=O)O)(C(=O)C)O
431,2,1,37.3,4.03,5.629,6.491,7.141,7.463,-7.246,7.529,2.287,0.283,49.27,42.34,0.0021,0.009,0.0037,0.0052,8697,CCCC[C@H](C(=O)O)CC
432,2,0,18.46,1.2,5.246,5.541,5.943,5.961,-6.335,6.313,1.602,-0.022,9.84,45.88,0.0002,0.0971,0.0066,0.0217,7562,C1COC(O1)Cc1ccccc1
433,5,1,66.48,5.51,4.409,4.657,4.886,5.154,-6.92,5.51,1.468,-1.41,150.83,69.35,0.0036,0.0015,0.0044,0.0184,3608,O=C1N=C(O)[C@@](C(=O)N1C)(C)C1=CCCCC1
434,4,2,80.57,3.88,4.639,4.982,5.1,5.456,-6.267,5.45,2.09,-0.816,150.48,56.78,0.0114,0.0066,0.0235,0.0045,5226,NS(=O)(=O)c1ccc2c(c1)CNCC2
435,4,3,63.93,3.17,5.394,5.662,5.896,6.136,-6.093,7.453,-1.515,1.361,75.76,46.64,0.0577,0.0148,0.0253,0.0104,5363,O[C@H]1CN2[C@@H]([C@H]1O)[C@H](O)CCC2
436,2,2,59.03,2.21,5.237,5.816,6.309,6.591,-6.566,7.119,-0.091,0.552,14.97,20.82,0.0032,0.0472,0.0017,0.0216,1567,OCCS
437,4,2,82.98,4.45,5.069,5.434,5.681,6.161,-6.841,5.856,1.72,-0.985,129.78,38.32,0.0076,0.2199,0.0004,0.0003,4765,Oc1ccc(cc1)S(O)([O])[O]
438,2,2,40.46,2.34,4.971,5.258,5.635,5.896,-6.016,5.883,0.884,-0.133,66.74,34.59,0.0386,0.0001,0.014,0.005,102,OCc1cccc(c1)O
439,2,2,40.46,2.19,5.315,5.887,6.051,6.113,-6.71,6.498,0.712,-0.212,43.72,38.54,0.0013,0.0375,0.0042,0.0038,7149,OC[C@H](c1ccccc1)O
440,3,0,38.92,2.07,3.862,4.334,4.531,4.656,-5.91,4.343,3.712,-1.567,113.94,70.14,0.3549,0.0077,0.0045,0.0036,5174,Cc1oc(c(n1)c1ccccc1)c1ccncc1
441,1,0,9.23,1.31,5.052,5.497,5.764,5.875,-5.853,5.962,1.695,0.109,8.42,32.93,0.034,0.0021,0.0834,0.0118,7519,COc1ccccc1
442,3,2,36.42,2.3,4.549,4.724,4.772,5.116,-5.268,5.317,1.774,0.049,135.09,74.41,0.0214,0.1177,0.2194,0.0035,5524,C1CN[C]([N]1)Nc1cccc2c1CCCC2
443,3,0,33.45,6.86,3.709,4.328,4.616,4.672,-5.353,4.082,2.167,-1.271,97.51,61.66,0.3898,0.0076,0.0002,0.0291,6867,O=c1cc(C)c2c(o1)cc(cc2)N(C)C
444,2,0,26.3,1.44,5.832,6.973,7.372,7.437,-7.263,7.728,2.766,0.465,-16.78,51.47,0.0006,0.0134,0.0439,0.0373,7775,CCCCCC(=O)OCC(C)C
445,3,0,45.34,2.18,6.971,7.088,7.3,7.374,-7.407,9.309,2.272,1.902,-29.03,41.79,0.006,0.0215,0.0026,0.0202,6534,CCP(=O)(OCC)OCC
446,6,1,120.73,10.41,3.451,3.684,3.975,4.204,-6.419,3.717,0.863,-2.702,167.56,62.8,0.6963,0.0,0.0004,0.0002,4509,O=C1N=C(CN1/N=C/c1ccc(o1)N(=O)=O)O
447,2,2,32.26,1.32,5.445,5.731,5.942,6.066,-6.033,7.856,1.68,1.823,39.82,47.23,0.0033,0.0376,0.0061,0.0183,7630,C[C@@H](CNC1CCCCC1)O
448,5,2,79.29,2.35,2.697,2.769,3.158,3.642,-6.498,3.328,0.317,-3.17,169.87,55.62,0.0009,0.042,0.0001,0.0001,2598,OCCNC1=CC(=O)c2c(C1=O)cncc2
449,6,3,118.18,5.94,4.575,4.791,4.917,5.16,-6.817,5.178,-1.351,-1.638,253.72,46.68,0.0352,0.036,0.0028,0.0006,5123,OC(=O)[C@H](Cn1ccc(nc1=O)O)N
450,3,0,50.09,2.38,4.523,5.494,5.842,5.858,-8.03,5.755,0.239,-2.275,3.27,26.71,0.0001,0.1108,0.0023,0.1283,8711,COC(=O)C(=C)C#N
451,3,0,37.38,1.03,3.441,3.959,4.139,5.647,-7.353,4.754,-0.131,-2.599,51.22,35.58,0.0,0.0077,0.0008,0.2688,4362,CCN1C(=O)C=CC1=O
452,6,4,121.1,5.36,4.831,5.082,5.331,5.507,-6.011,5.323,0.372,-0.688,278.95,38.15,0.3428,0.0,0.0,0.1854,155,OC(=N)Nc1[nH]cnc1C(=O)O
453,3,2,58.03,4.78,5.429,5.496,5.629,5.806,-6.514,6.485,-0.058,-0.03,143.03,38.67,0.0091,0.0074,0.0067,0.0024,3448,Oc1noc2c1CCNC2
454,1,0,17.07,2.6,4.278,5.98,6.562,6.627,-6.474,6.158,2.648,-0.316,-7.16,45.58,0.0003,0.0214,0.0014,0.0018,7958,CC(CC(=O)CC(C)C)C
455,2,2,32.26,2.95,5.283,5.628,5.753,5.912,-6.264,6.414,1.33,0.15,51.62,44.99,0.0011,0.0112,0.0559,0.0014,913,CNC[C@@H](c1ccccc1)O
456,6,2,104.64,1.84,5.325,5.815,5.875,5.908,-6.544,6.602,2.361,0.057,158.54,59.4,0.0004,0.0081,0.0084,0.0034,3331,OC(=N)OCC(c1ccccc1)COC(=N)O
457,4,3,93.36,1.91,5.666,6.103,6.636,6.797,-6.561,7.728,-0.177,1.167,116.67,25.42,0.0149,0.0136,0.0186,0.0185,339,NCCP(=O)(O)O
458,3,2,49.69,2.65,6.579,6.644,6.714,6.958,-7.214,8.555,-0.235,1.342,1.72,34.36,0.0101,0.0357,0.0015,0.0031,8087,C[C@H](COC[C@@H](O)C)O
459,0,0,0.0,0.55,5.253,5.868,5.939,6.157,-6.245,6.449,2.303,0.204,11.99,36.37,0.0011,0.0125,0.0073,0.0,7237,Cc1ccccc1C
460,3,0,35.53,3.93,3.779,4.12,4.777,5.404,-6.087,4.558,1.228,-1.529,72.55,37.89,0.0001,0.1624,0.0736,0.2478,8438,O=Cc1ccc2c(c1)OCO2
461,3,1,49.66,6.08,1.476,3.177,3.514,4.048,-5.554,3.11,2.943,-2.444,116.72,51.43,0.0003,0.1048,0.0,0.0492,8592,[O][N]c1ccc2c(c1O)cccc2
462,1,1,12.03,0.94,5.378,5.881,6.067,6.271,-5.834,8.256,1.397,2.422,1.28,28.95,0.0012,0.0264,0.0067,0.0525,8068,CCCCNC
463,7,4,132.13,5.32,5.27,5.458,5.685,5.98,-7.048,6.044,-1.002,-1.004,233.89,42.28,0.0019,0.0006,0.0006,0.0001,513,OC(=O)C[C@H]([C@](C(=O)O)(O)C)C(=O)O
464,1,1,37.33,2.26,3.631,3.946,4.104,4.369,-4.999,4.588,4.033,-0.411,120.01,63.04,0.0007,0.0254,0.0999,0.0012,7108,c1ccc2c(c1)Sc1c(N2)cccc1
465,3,2,57.53,3.87,5.289,5.447,5.836,5.985,-6.961,6.465,0.675,-0.495,101.6,43.96,0.0003,0.0014,0.0227,0.0017,3848,O[C@H](C(=O)O)Cc1ccccc1
466,5,1,64.99,4.3,4.44,4.719,4.766,5.428,-6.354,5.124,1.411,-1.23,112.97,52.88,0.0394,0.158,0.0001,0.0191,8357,COc1cc(cc(c1OC)OC)C(=O)O
467,5,4,90.15,3.4,6.074,6.42,6.574,6.769,-6.955,8.185,-2.194,1.23,61.54,34.57,0.0011,0.0026,0.005,0.0002,840,O[C@@H]1[C@@H](C)O[C@@H]([C@@H]([C@@H]1O)O)O
468,4,4,76.1,1.77,4.811,5.029,5.196,5.242,-5.276,7.053,0.265,1.777,136.29,41.97,0.0034,0.0283,0.0129,0.0063,5565,NCCNCCNCCN
469,1,1,12.03,0.95,5.293,5.747,5.874,5.985,-5.823,7.84,2.956,2.016,20.54,50.87,0.0019,0.0176,0.0132,0.0358,7558,CN[C@H](CC1CCCCC1)C
470,5,2,83.47,5.48,4.387,5.263,5.505,5.682,-6.792,5.905,-0.054,-0.887,130.23,40.74,0.0001,0.0024,0.0018,0.012,905,C/C(=N\[C@H](C(=O)O)CCC=O)/O
471,6,3,109.49,4.77,3.593,4.353,4.668,5.256,-6.822,4.61,-0.643,-2.212,187.13,24.6,0.0066,0.0477,0.0074,0.006,456,[NH]/C(=N/[C](C(=O)O)O)/O
472,0,0,0.0,0.0,5.187,5.65,5.744,6.138,-6.166,6.34,2.811,0.174,10.66,45.99,0.0023,0.1645,0.0,0.0001,7734,CCc1ccc(cc1)CC
473,3,1,38.33,0.39,3.692,4.893,5.062,5.122,-5.252,4.308,1.588,-0.944,64.82,47.03,0.1342,0.002,0.0,0.0639,6826,COC(=O)c1ccccc1NC
474,2,0,26.3,1.53,5.85,6.997,7.497,7.693,-7.293,7.75,2.52,0.457,-16.11,46.66,0.0006,0.0185,0.0069,0.0032,8091,CCCCCCCC(=O)OC
475,3,2,74.43,4.6,4.878,5.326,5.453,5.575,-6.637,5.725,-0.354,-0.912,208.65,34.51,0.0007,0.1956,0.0005,0.0016,790,Oc1ncnc2c1nc[nH]2
476,2,1,29.1,0.32,4.874,4.98,5.727,5.818,-6.038,5.608,1.964,-0.43,59.26,36.34,0.178,0.0188,0.0391,0.03,7671,O/C=N/c1ccccc1
477,1,0,28.24,0.74,4.623,4.837,5.058,5.463,-5.883,5.238,2.901,-0.645,46.88,41.83,0.0644,0.0229,0.0,0.265,7221,c1ccc2c(c1)scc2
478,8,6,155.52,1.53,3.31,3.829,4.323,4.44,-7.061,4.471,-3.534,-2.591,163.75,48.35,0.0001,0.0001,0.0006,0.0005,817,OC[C@H]([C@H]([C@H]([C@H](CC(=O)C(=O)O)O)O)O)O
479,1,0,9.23,1.82,5.535,5.956,6.143,6.306,-5.891,6.972,1.166,1.08,-51.36,21.95,0.0195,0.0069,0.2177,0.0151,8300,COC(=C)C
480,3,1,50.19,2.48,4.818,5.101,5.352,5.682,-6.895,6.212,1.489,-0.683,97.82,45.4,0.0041,0.0002,0.0431,0.0008,114,OC(=O)CCCc1cccnc1
481,3,2,72.02,4.79,5.65,5.766,6.019,6.054,-6.618,6.553,0.127,-0.065,143.35,27.0,0.0341,0.0091,0.0308,0.0209,4266,NCc1cc(no1)O
482,4,2,64.35,5.92,5.011,5.655,6.013,6.083,-6.068,6.416,-0.596,0.348,94.22,25.13,0.0206,0.0286,0.0141,0.0179,401,N[C@@H]1CON=C1O
483,3,1,80.12,3.87,3.541,4.881,5.368,5.512,-6.299,4.972,1.626,-1.328,16.44,38.15,0.0002,0.1364,0.009,0.0001,7919,CC(OC(=S)S)C
484,4,3,69.92,4.82,5.775,6.168,6.401,6.539,-6.623,7.728,-1.901,1.105,43.58,28.61,0.0035,0.0104,0.012,0.0028,952,OC[C@H]1OC[C@H]([C@H]1O)O
485,5,2,97.46,5.18,1.815,2.866,3.058,3.088,-6.77,3.181,0.123,-3.589,191.21,47.19,0.0,0.0083,0.0184,0.0182,682,OC(=O)[C@H](CC1=CC(=O)C(=O)C=C1)N
486,3,2,50.41,2.65,4.603,4.692,4.799,4.822,-5.587,5.328,4.135,-0.259,153.59,77.12,0.0326,0.023,0.2711,0.0569,7333,N=C(Nc1ccccc1C)Nc1ccccc1C
487,5,0,61.83,3.33,4.911,4.968,5.368,5.819,-6.531,5.573,1.033,-0.958,-0.08,53.37,0.0284,0.0717,0.275,0.0968,6871,CCOC=C(C(=O)OCC)C(=O)OCC
488,4,2,74.6,4.46,4.547,4.637,4.831,5.151,-7.682,5.592,1.083,-2.09,186.97,40.36,0.0051,0.0069,0.0023,0.0178,8496,OC(=O)c1cccc(c1)C(=O)O
489,1,0,12.53,1.81,5.221,5.729,6.105,6.253,-6.501,6.299,1.758,-0.201,20.12,35.19,0.0003,0.1171,0.0025,0.018,7276,O1C[C@H]1c1ccccc1
490,0,0,0.0,0.39,6.435,6.681,6.835,6.929,-6.751,7.589,4.703,0.838,-51.15,59.32,0.0208,0.0097,0.0154,0.0902,8183,CCCCCCCCCCC=C
491,4,2,88.77,6.47,4.751,5.022,5.156,5.72,-6.196,5.445,2.178,-0.751,138.97,40.71,0.0162,0.2926,0.0485,0.0024,8479,Nc1ccc(cc1)S(O)([O])[O]
492,0,0,45.82,5.87,3.574,3.961,4.099,4.111,-6.944,4.313,2.457,-2.631,57.59,44.64,0.0,0.521,0.0003,0.0481,7626,O=N(=O)/C=C/c1ccccc1
493,4,2,58.2,5.27,4.843,4.866,5.108,5.298,-6.346,5.467,1.196,-0.879,130.49,67.05,0.0736,0.0037,0.0001,0.0009,4909,CC[C@]1(c2ccccc2)C(=NCN=C1O)O
494,1,0,13.14,0.63,5.871,6.058,6.314,6.509,-6.106,6.642,1.28,0.536,1.54,18.71,0.0,0.1683,0.0314,0.0,8029,c1ccco1
495,2,2,58.88,6.01,4.6,4.829,4.94,5.33,-5.804,5.192,1.896,-0.612,174.74,50.98,0.0744,0.0225,0.0007,0.012,397,OC(=N)Cc1c[nH]c2c1cccc2
496,3,2,49.33,3.21,4.485,4.632,4.653,4.782,-5.295,5.279,1.424,-0.016,99.57,42.78,0.0953,0.0498,0.0597,0.0024,1983,Oc1ccc(cc1)/N=C(/O)\C
497,3,1,54.37,1.17,3.181,5.026,5.716,6.018,-6.955,4.816,0.686,-2.139,71.99,32.93,0.0002,0.0007,0.0007,0.015,47,C[C@@H](C(=O)C(=O)O)CC
498,1,1,26.02,1.44,5.252,5.42,5.771,5.8,-6.24,6.389,1.846,0.15,61.4,34.12,0.0005,0.0303,0.0112,0.004,7504,NCc1ccccc1
499,2,1,44.02,2.95,6.754,7.156,7.696,7.739,-8.455,8.449,-0.498,-0.005,28.61,12.64,0.01,0.0049,0.0149,0.016,7857,OCC#N
500,1,1,12.03,0.88,5.41,5.784,5.976,6.049,-5.739,7.9,1.784,2.161,0.62,33.76,0.0102,0.0013,0.0422,0.0026,7912,CC(NC(C)C)C
501,4,0,26.79,2.56,5.246,5.484,5.587,5.654,-5.701,6.819,0.571,1.118,32.99,65.18,0.0057,0.0381,0.0264,0.0078,3052,CCN(C(=O)N1CCN(CC1)C)CC
502,7,4,125.9,2.65,5.031,5.779,6.0,6.259,-6.204,6.376,-1.008,0.171,158.3,27.53,0.003,0.0017,0.0002,0.005,4797,O[N][C](COP(=O)(O)O)O
503,2,1,43.09,4.38,5.273,5.733,5.931,5.993,-6.806,6.395,2.366,-0.411,80.8,48.74,0.0005,0.0454,0.0076,0.0017,7011,CC[C@@H](c1ccccc1)C(=N)O
504,1,1,71.84,7.25,3.773,3.848,4.328,4.342,-6.158,4.256,2.59,-1.902,97.11,44.63,0.0031,0.3119,0.0083,0.0005,7441,O=N(=O)c1ccc(c(c1)C)N
505,2,2,38.05,0.47,4.544,4.65,4.99,5.314,-5.363,5.372,2.302,0.008,87.91,41.72,0.001,0.0001,0.0046,0.0001,6179,NN[C@H](c1ccccc1)C
506,4,2,74.6,0.03,3.905,4.087,5.336,5.718,-7.943,5.181,-0.288,-2.762,138.87,24.41,0.0001,0.0,0.1976,0.0,723,OC(=O)/C=C/C(=O)O
