,HBA,HBD,TPSA,dipole,excitation_energy_1,excitation_energy_2,excitation_energy_3,excitation_energy_4,homo_energy,homo_lumo_gap,logP,lumo_energy,melting_point,molecular_refractivity,oscillator_strength_1,oscillator_strength_2,oscillator_strength_3,oscillator_strength_4,pccdb_id,smiles
143,3,2,57.53,5.49,4.131,4.325,4.571,5.206,-6.109,4.373,1.49,-1.736,144.31,45.13,0.6431,0.0001,0.0215,0.0003,322,OC(=O)/C=C/c1ccc(cc1)O
144,2,0,26.3,1.89,4.912,5.995,6.506,6.614,-7.162,6.286,2.686,-0.876,-6.99,50.99,0.0001,0.4815,0.0926,0.0001,8136,CCCCCC/C=C/C(=O)OC
145,2,0,20.31,2.36,4.212,4.437,4.891,5.212,-5.344,4.972,1.697,-0.373,-4.53,48.47,0.0017,0.0002,0.0031,0.0106,7739,CCN(CCCC(=O)C)CC
146,3,1,44.48,1.86,4.866,5.144,5.261,5.437,-5.584,5.733,2.294,0.15,72.29,56.71,0.0301,0.0385,0.0607,0.0263,8423,COc1cc(ccc1OC)C[C@@H](N)C
147,3,1,52.32,1.05,5.936,6.443,7.169,7.279,-7.034,8.34,0.802,1.306,52.45,20.92,0.0058,0.0436,0.0148,0.0003,5641,CCOC(=N)O
148,2,0,26.3,1.91,5.809,7.475,7.643,7.808,-7.636,7.859,1.205,0.223,-40.46,23.02,0.0014,0.0323,0.0575,0.0429,8073,CCCOC=O
149,3,1,60.16,2.61,2.72,3.003,3.335,3.591,-5.717,3.167,2.934,-2.55,177.88,69.12,0.1395,0.0014,0.0003,0.0023,6702,O=C1c2ccccc2C(=O)c2c1ccc(c2N)C
150,1,0,17.07,3.33,3.676,4.224,4.554,4.618,-6.313,4.659,3.556,-1.654,76.49,62.07,0.0004,0.5792,0.0094,0.009,7113,CC(=O)c1ccc(cc1)c1ccccc1
151,0,0,0.0,0.27,5.315,5.938,5.976,6.186,-6.414,6.536,2.81,0.122,5.82,41.02,0.0013,0.0247,0.0006,0.0,7406,CC(c1ccccc1)C
152,1,1,20.23,1.5,6.296,6.995,7.231,7.303,-7.097,9.034,4.68,1.937,-13.26,70.57,0.0006,0.0028,0.0127,0.0102,8209,CCCCCCCCCCCCCCO
153,3,2,63.32,3.98,5.27,5.426,6.545,6.685,-6.555,6.89,0.755,0.335,105.51,30.63,0.0047,0.0072,0.0098,0.0058,1182,N[C@H](C(=O)O)C(C)C
154,6,3,116.73,2.9,5.29,5.835,5.889,5.954,-6.406,6.702,0.362,0.297,199.3,33.04,0.009,0.002,0.0001,0.0651,7955,N=c1[nH]c(=N)[nH]c(=N)[nH]1
155,3,2,63.32,1.16,3.916,4.276,4.494,5.663,-6.31,4.563,0.985,-1.747,149.76,37.18,0.0138,0.2669,0.004,0.0135,3445,N[C@H]1C=CC=C(C1)C(=O)O
156,1,1,20.23,1.23,5.016,5.126,5.705,5.739,-5.837,5.965,1.955,0.128,47.46,38.24,0.0449,0.0016,0.0217,0.0059,6997,CCc1ccccc1O
157,4,3,100.45,9.08,4.092,4.209,4.862,5.031,-5.502,4.879,-0.19,-0.623,258.81,38.91,0.0001,0.116,0.0041,0.1676,764,[NH]C1=[N]=C(c2c(N1)[nH]cn2)O
158,3,2,53.35,2.09,4.858,4.87,5.305,5.418,-6.142,5.581,0.896,-0.561,91.93,42.32,0.0711,0.0489,0.0045,0.0007,6094,OCc1cnc(c(c1C)O)C
159,2,1,37.3,4.52,4.552,6.355,6.566,6.901,-7.494,5.968,0.257,-1.527,31.99,17.83,0.0029,0.1912,0.0664,0.1119,6581,OC(=O)C=C
160,4,4,64.52,1.95,5.247,5.411,5.538,5.709,-5.823,7.513,0.489,1.69,62.38,58.11,0.0035,0.0146,0.0043,0.0087,3279,CC[C@H](NCCN[C@H](CO)CC)CO
161,0,0,0.0,0.06,5.196,5.729,5.766,6.118,-6.147,6.316,3.292,0.169,16.94,50.68,0.0029,0.0142,0.066,0.0005,7390,Cc1ccc(cc1)C(C)(C)C
162,5,3,102.78,2.97,4.854,5.432,5.599,5.69,-5.546,6.392,1.476,0.846,171.91,46.45,0.001,0.0078,0.0013,0.0809,2468,CCCCNC(=N)NC(=[NH2])[NH]
163,2,2,40.46,0.37,6.034,6.322,6.557,6.839,-6.988,6.904,-0.473,-0.084,21.79,23.19,0.1016,0.0018,0.0276,0.1753,8065,OC/C=C/CO
164,1,1,71.84,4.88,3.213,3.805,4.398,4.615,-5.889,3.774,2.59,-2.114,97.11,44.63,0.0892,0.0002,0.0005,0.1447,6978,Cc1ccc(c(c1)N(=O)=O)N
165,1,1,12.03,0.9,5.26,5.805,5.885,5.961,-5.834,7.913,1.929,2.079,22.53,36.45,0.0068,0.0232,0.0047,0.0234,7514,CNC1CCCCC1
166,5,2,126.44,4.03,3.348,3.691,4.205,4.327,-6.368,3.592,1.804,-2.776,176.53,47.09,0.6075,0.0,0.0003,0.2653,1839,OC(=N)N/N=C/c1ccc(o1)N(=O)=O
167,2,1,29.46,2.08,4.873,4.947,5.514,5.583,-5.655,5.815,1.709,0.161,54.24,39.92,0.0467,0.0005,0.0329,0.0004,7144,COc1cc(C)ccc1O
168,2,0,44.45,3.88,4.54,5.017,5.215,5.353,-6.553,5.785,2.289,-0.767,55.9,45.38,0.0005,0.0472,0.0028,0.0074,2346,S=C=NCc1ccccc1
169,5,3,105.2,7.51,5.41,5.594,5.709,5.86,-6.885,6.28,-0.104,-0.604,120.09,38.85,0.0078,0.0034,0.0008,0.0064,5483,C[C@@H](/C(=N\CC(=O)O)/O)S
170,3,3,79.11,5.1,4.667,4.863,4.943,5.266,-5.894,5.257,1.823,-0.637,229.84,57.36,0.069,0.0452,0.0011,0.005,6305,OC(=O)[C@@H](Cc1c[nH]c2c1cccc2)N
171,3,1,54.37,6.12,2.229,3.058,3.415,3.867,-6.493,3.548,1.351,-2.944,110.51,46.39,0.0,0.04,0.0,0.0454,6755,O=C1C=C(O)c2c(C1=O)cccc2
172,2,2,32.26,1.36,4.145,4.337,4.678,4.811,-5.211,4.697,3.132,-0.514,163.63,60.12,0.1174,0.4581,0.0055,0.0032,5895,ONc1ccc2c(c1)Cc1c2cccc1
173,2,1,23.47,2.65,5.675,6.154,6.216,6.325,-6.161,8.24,-0.46,2.079,-3.98,25.4,0.0271,0.0494,0.036,0.0302,7902,OCCN(C)C
174,4,3,81.14,1.07,5.596,6.211,6.379,6.632,-6.351,7.832,0.32,1.48,144.16,15.73,0.0048,0.0109,0.0044,0.0085,5196,NNC(=N)O
175,1,0,3.24,1.86,4.5,4.537,5.068,5.069,-5.015,5.38,1.753,0.365,12.66,40.65,0.0464,0.0242,0.0007,0.029,949,CN(c1ccccc1)C
176,1,1,20.23,1.41,6.439,7.102,7.318,7.441,-7.045,8.876,1.557,1.831,3.08,32.16,0.0143,0.0023,0.0109,0.0127,6493,CCC(CC)(O)C
177,2,1,43.09,3.0,4.16,5.122,6.062,6.46,-6.735,6.041,-0.156,-0.694,62.07,14.64,0.0001,0.0089,0.0051,0.0088,363,NCC=O
178,0,0,0.0,0.06,7.822,7.981,8.12,8.295,-8.251,10.58,2.442,2.329,-26.56,30.96,0.0062,0.0164,0.0042,0.0024,7282,CCC(CC)C
179,3,1,38.69,1.96,6.493,6.799,6.811,6.862,-6.939,8.999,0.812,2.06,-27.17,43.9,0.0207,0.0036,0.006,0.01,8177,CCCCOCCOCCO
180,5,3,92.42,6.99,5.22,5.303,5.347,5.49,-6.381,6.153,1.237,-0.229,183.81,62.92,0.0073,0.0049,0.0013,0.005,2080,C[C@@H](/C(=N\[C@H](C(=O)O)Cc1ccccc1)/O)N
181,2,0,26.3,5.04,4.735,5.01,5.582,5.828,-7.26,5.913,1.357,-1.347,57.34,35.77,0.0,0.0247,0.1169,0.0004,6885,O=C1OCc2c1cccc2
182,2,0,26.3,1.57,5.842,7.009,7.49,7.596,-7.257,7.742,2.52,0.484,-16.11,46.66,0.0005,0.0172,0.0267,0.0433,7797,CCCCCCC(=O)OCC
183,2,3,59.84,1.35,5.656,6.091,6.523,6.625,-6.637,7.268,-0.204,0.631,60.91,19.44,0.0296,0.0432,0.1666,0.0798,226,N[C@H](P)O
184,4,3,87.57,3.39,6.695,6.859,7.783,7.968,-8.147,8.651,-0.929,0.503,101.55,14.26,0.0181,0.0145,0.0229,0.0023,1004,OP(=O)(O)O
185,4,0,52.6,4.37,5.326,5.375,5.799,6.425,-7.565,6.748,0.644,-0.816,100.77,45.89,0.0022,0.0011,0.0013,0.0051,5944,O=C1OC(=O)[C@]2([C@@]1(C)[C@@H]1CC[C@H]2O1)C
186,0,0,0.0,0.08,5.173,5.294,5.489,5.604,-6.286,6.231,3.277,-0.054,37.54,55.9,0.013,0.0014,0.0541,0.0037,7580,c1ccc(cc1)Cc1ccccc1
187,0,0,0.0,0.0,4.871,4.902,4.971,5.599,-6.046,5.372,3.354,-0.675,40.59,51.88,0.4499,0.0,0.0001,0.0147,7095,c1ccc(cc1)c1ccccc1
188,2,2,40.46,2.48,6.266,6.415,7.187,7.332,-7.037,8.743,-1.029,1.706,13.33,14.05,0.0031,0.0206,0.0183,0.0189,174,OCCO
189,2,2,40.46,2.75,4.417,4.75,5.488,5.834,-6.09,4.98,0.224,-1.11,55.59,35.02,0.1058,0.0492,0.0027,0.0182,1141,O[C@H]1C(=CC=C[C@@H]1O)C
190,2,1,29.46,2.49,6.668,6.823,6.986,7.093,-6.974,9.064,0.404,2.09,-16.23,28.4,0.0035,0.0191,0.013,0.0014,7996,OCCOC(C)C
191,6,3,111.9,2.08,3.837,4.201,5.257,5.546,-7.698,5.102,-1.914,-2.596,169.09,26.25,0.0016,0.0084,0.0034,0.0032,524,OC(=O)C(=O)[C@@H](C(=O)O)O
192,2,2,46.25,1.47,4.5,4.674,4.961,5.175,-5.11,5.527,1.556,0.416,93.45,32.87,0.0065,0.059,0.0037,0.0013,5801,Nc1ccccc1O
193,3,0,35.53,4.6,3.766,4.369,4.708,5.375,-6.196,4.781,1.516,-1.415,49.3,44.81,0.0003,0.154,0.119,0.0748,8419,COc1cc(C=O)ccc1OC
194,4,1,52.95,3.99,4.241,4.478,4.585,4.685,-5.238,4.751,1.648,-0.487,131.33,60.66,0.0802,0.0067,0.0029,0.2412,2151,Nc1c(C)n(n(c1=O)c1ccccc1)C
195,2,0,26.3,1.54,5.778,6.921,7.355,7.426,-7.176,7.641,1.986,0.465,-15.45,41.85,0.0012,0.0045,0.0045,0.0008,7353,CCCCOC(=O)C(C)C
196,3,0,43.37,5.74,4.032,4.596,4.601,4.799,-7.897,5.29,0.997,-2.607,89.07,36.19,0.0001,0.0001,0.0487,0.0476,6811,O=C1OC(=O)c2c1cccc2
197,1,0,9.23,1.18,4.443,4.721,5.025,5.315,-5.32,4.923,2.728,-0.397,32.28,47.83,0.1663,0.4678,0.0041,0.0001,7703,C/C=C/c1ccc(cc1)OC
198,4,1,63.6,6.98,5.285,5.554,5.629,5.747,-6.879,6.133,1.595,-0.746,94.09,53.69,0.0029,0.0015,0.0039,0.0105,8788,O=C(CCC(=O)O)OCc1ccccc1
199,2,0,26.3,2.79,4.299,5.75,6.048,6.421,-6.387,6.174,1.391,-0.212,-3.76,37.09,0.0002,0.0022,0.0324,0.003,7884,COC(CC(=O)C)(C)C
200,4,1,55.4,7.3,5.207,5.663,6.35,6.424,-7.627,6.593,0.36,-1.034,79.05,32.66,0.0002,0.0,0.1052,0.0008,3081,OC1=[N]=[C](=O)OC1(C)C
201,5,3,107.49,8.69,5.361,5.382,5.513,5.822,-6.12,6.936,0.626,0.816,176.1,38.16,0.002,0.0015,0.002,0.0052,123,[NH][C](CCCNC(=[NH2])[NH])O
202,1,1,26.02,1.47,5.545,6.537,6.922,7.257,-6.223,8.523,0.275,2.299,31.01,9.63,0.0105,0.0411,0.0013,0.0471,6329,CN
203,2,1,29.1,4.34,3.645,4.346,4.616,4.985,-5.655,4.498,3.012,-1.156,99.99,60.66,0.0393,0.0164,0.0048,0.032,7168,O/C(=N/c1ccccc1)/c1ccccc1
204,3,1,69.54,1.8,4.386,4.576,4.62,4.793,-6.876,4.966,1.617,-1.91,182.39,59.97,0.1094,0.0016,0.0232,0.0681,4197,N#Cc1cc(c2ccncc2)c(nc1O)C
205,1,0,23.79,4.56,4.026,4.332,5.216,5.554,-6.338,4.452,2.711,-1.886,86.39,48.66,0.1157,0.0077,0.0214,0.6658,6846,N#Cc1cccc2c1cccc2
206,1,0,17.07,2.54,4.412,6.108,6.754,6.963,-6.604,6.319,2.012,-0.286,-5.84,35.96,0.0001,0.0265,0.0158,0.0037,7754,CC[C@H](CC(=O)C)C
207,1,0,4.93,2.1,5.062,5.609,5.675,5.681,-5.412,6.708,1.025,1.295,5.48,25.69,0.0001,0.1208,0.0019,0.0384,7304,Cn1cccc1
208,3,2,55.12,1.98,4.758,5.048,5.341,5.757,-5.899,5.655,1.95,-0.245,123.84,39.04,0.0149,0.2241,0.0079,0.0026,6145,OC(=N)Nc1ccccc1
209,2,1,29.26,1.74,4.616,4.643,4.914,4.973,-5.339,5.418,3.365,0.079,116.43,79.58,0.0211,0.042,0.0006,0.0185,4528,CN1C[C@@H](c2ccccc2)c2c(C1)c(N)ccc2
210,0,0,0.0,0.09,7.878,8.07,8.14,8.281,-8.286,10.664,2.442,2.378,-26.56,30.96,0.0423,0.0281,0.0068,0.0004,7892,CCCC(C)C
211,2,0,34.14,0.0,2.952,3.223,3.641,3.817,-6.996,4.204,2.462,-2.792,122.88,59.75,0.0,0.0,0.0,0.1181,6780,O=C1c2ccccc2C(=O)c2c1cccc2
212,2,2,52.04,0.01,5.506,5.566,6.151,6.199,-6.079,8.161,1.085,2.082,83.26,26.76,0.0,0.0179,0.0037,0.0,1045,NCCCCN
213,2,0,25.78,0.82,3.981,4.821,5.065,5.552,-6.542,5.339,1.093,-1.203,43.0,31.96,0.0056,0.0,0.1394,0.0,7938,Cc1cncc(n1)C
214,3,0,39.19,3.54,4.262,4.677,4.788,4.91,-6.833,5.312,2.439,-1.521,75.16,60.0,0.0004,0.0075,0.0004,0.0032,7191,O=C(c1cccnc1)OCc1ccccc1
215,5,4,103.78,3.3,4.77,5.022,5.268,5.402,-6.046,5.589,0.752,-0.457,219.18,49.55,0.079,0.0006,0.0004,0.0263,836,OC(=O)[C@H](Cc1ccc(c(c1)O)O)N
216,3,2,76.74,5.14,6.077,6.235,6.811,6.856,-7.543,7.489,0.547,-0.054,99.42,13.54,0.0495,0.0379,0.0125,0.0066,1100,OS(=O)O
217,5,2,75.27,11.23,3.937,4.344,5.383,5.423,-6.667,5.295,1.499,-1.371,158.66,67.99,0.0016,0.001,0.0192,0.0115,5840,O=[C]1=[N]=C([C@]2(C(=N1)O)CCC[Si](C2)(C)C)O
218,2,1,37.3,3.99,5.659,6.454,7.219,7.439,-7.257,7.546,1.507,0.288,50.6,32.73,0.0017,0.0075,0.0073,0.0026,6915,CCC(C(=O)O)CC
219,1,0,23.79,4.05,7.6,7.834,7.907,8.127,-8.67,9.636,1.31,0.966,8.67,21.09,0.0,0.0173,0.0001,0.0006,8008,CCCC#N
220,6,2,68.17,4.07,3.914,4.485,4.821,5.402,-6.212,5.159,0.206,-1.053,79.51,40.21,0.0016,0.0012,0.0001,0.0014,1383,CNCCCN(N([N][O])O)C
221,4,1,72.52,4.12,1.495,3.554,3.79,3.975,-6.416,3.238,1.884,-3.178,121.22,39.99,0.0003,0.0166,0.0036,0.0,1679,[O][N]c1cccc(c1)C(=N)O
222,4,2,66.76,6.11,4.028,4.312,4.386,5.04,-6.046,4.31,1.499,-1.736,150.42,51.63,0.4963,0.0026,0.1548,0.0563,709,COc1cc(/C=C/C(=O)O)ccc1O
223,4,4,86.71,0.92,5.902,6.365,6.576,6.627,-6.874,8.071,-1.639,1.197,95.89,27.57,0.0111,0.0065,0.0218,0.0033,6503,OCC(CO)(CO)N
224,3,3,60.69,2.72,5.004,5.071,5.084,5.313,-5.785,6.373,0.803,0.588,125.24,32.51,0.0006,0.0018,0.0013,0.0011,359,Oc1cc(O)cc(c1)O
225,4,3,83.55,6.82,4.96,5.347,5.35,5.675,-6.359,5.856,1.437,-0.503,188.56,52.37,0.0405,0.005,0.0069,0.0159,2110,Oc1cccc(c1)C[C@](C(=O)O)(N)C
226,2,0,26.3,4.36,5.707,6.666,7.203,7.225,-7.148,7.581,1.492,0.433,7.79,34.93,0.0002,0.0092,0.027,0.0153,7742,CCC[C@@H]1CCC(=O)O1
227,1,1,20.23,1.59,4.066,4.491,4.905,5.328,-5.516,4.593,2.545,-0.922,88.63,45.97,0.0495,0.0091,0.0002,0.0348,8663,Oc1ccc2c(c1)cccc2
228,1,1,38.8,1.84,5.187,5.716,6.296,6.57,-6.299,6.966,1.715,0.667,6.05,29.31,0.0109,0.0311,0.0003,0.0026,6387,CC(S)(C)C
229,3,2,57.53,6.98,4.674,4.676,5.398,5.428,-6.648,5.478,1.399,-1.17,140.46,40.39,0.0099,0.0472,0.0016,0.1236,6738,OC(=O)c1cccc(c1O)C
230,6,2,108.93,5.35,4.759,5.12,5.295,5.508,-6.618,5.959,0.099,-0.659,192.69,55.46,0.0019,0.0016,0.0006,0.0136,162,OC(=O)[C@@H]1N2C(=O)[C@H]([C@@H]2SC1(C)C)N
231,1,0,9.23,1.64,4.0,4.448,5.122,5.259,-5.388,4.514,3.239,-0.873,53.09,55.25,0.0587,0.0083,0.0012,0.0287,7129,CCOc1ccc2c(c1)cccc2
232,3,2,61.27,2.82,4.035,4.414,4.422,4.457,-4.871,4.841,3.806,-0.03,141.06,61.77,0.0322,0.0117,0.0156,0.0413,7579,Nc1ccc(cc1)Oc1ccc(cc1)N
233,3,2,63.32,5.51,5.506,5.847,6.791,6.926,-6.672,7.266,1.043,0.593,138.45,33.36,0.0012,0.0052,0.0459,0.0139,2901,OC(=O)C1(N)CCCC1
234,3,2,69.11,4.54,4.285,5.058,5.158,5.222,-5.908,5.067,1.649,-0.841,143.28,38.94,0.0668,0.0189,0.0093,0.0132,6942,OC(=N)c1ccccc1N
235,4,2,66.4,7.59,5.539,5.801,5.885,6.194,-6.754,6.531,-0.013,-0.223,99.83,30.92,0.0069,0.0124,0.001,0.0388,7345,C/C(=N\[C@H](C(=O)O)C)/O
236,6,0,65.34,1.51,3.361,3.398,4.635,4.645,-6.436,5.048,-0.157,-1.388,40.72,42.33,0.0,0.0019,0.0014,0.0001,8819,O=NN1CCN(CC1)N=O
237,2,1,37.3,4.16,4.718,6.072,6.613,6.792,-7.44,6.196,0.647,-1.244,34.75,22.64,0.0019,0.2257,0.0096,0.0325,4093,CC(=C)C(=O)O
238,6,0,62.06,1.95,4.514,4.774,4.805,4.935,-5.782,5.203,1.296,-0.58,106.14,62.07,0.0595,0.0011,0.0203,0.2346,3242,COc1cc(C)nc(n1)n1nc(cc1OC)C
239,3,0,21.7,2.6,4.874,5.053,5.233,5.273,-5.521,5.81,2.25,0.288,58.34,70.85,0.0543,0.0145,0.0065,0.0006,6040,C1CCN(CC1)C[C@@H]1COc2c(O1)cccc2
240,2,1,29.46,1.78,5.579,6.578,6.607,7.263,-6.917,7.761,1.274,0.844,15.3,24.04,0.0009,0.0059,0.0047,0.0096,6410,OOC(C)(C)C
241,1,1,20.23,1.32,5.036,5.137,5.718,5.72,-5.864,5.984,2.516,0.12,46.8,43.05,0.0421,0.0,0.0171,0.0038,6943,CC(c1ccccc1O)C
242,1,1,12.03,1.9,4.666,4.678,5.026,5.201,-5.119,5.54,2.5,0.422,42.04,45.52,0.0247,0.034,0.0113,0.0216,7201,CCNc1ccccc1C
243,3,1,46.53,3.08,5.998,6.175,6.932,7.449,-7.192,7.208,-0.07,0.016,5.16,28.6,0.0012,0.03,0.0091,0.0103,7344,CCOC(=O)[C@H](O)C
244,4,3,90.42,3.8,5.171,5.815,5.983,6.347,-6.074,7.195,0.234,1.121,157.37,18.73,0.0074,0.0095,0.0129,0.033,2146,NNC(=[NH2])[NH]
245,5,4,103.78,4.89,4.783,4.908,5.186,5.323,-5.91,5.616,1.143,-0.294,229.54,54.39,0.0737,0.0006,0.0024,0.0632,4138,OC(=O)[C@@](Cc1ccc(c(c1)O)O)(N)C
246,2,1,37.3,4.17,5.742,6.393,7.165,7.408,-7.342,7.676,2.041,0.335,71.85,40.23,0.0003,0.0157,0.0017,0.0032,8818,OC(=O)CCC1CCCC1
247,3,0,35.53,0.28,5.279,5.292,5.586,5.787,-6.602,6.286,3.264,-0.316,71.81,59.54,0.0015,0.0021,0.2859,0.0001,7597,O=C(Oc1ccccc1)Oc1ccccc1
248,1,1,20.23,1.51,6.45,7.386,7.683,7.694,-7.059,8.855,0.777,1.796,4.41,22.54,0.0265,0.0093,0.006,0.0007,6386,CC(O)(C)C
249,0,0,45.82,4.57,3.706,3.942,4.309,4.633,-7.026,4.855,2.735,-2.171,51.79,45.2,0.018,0.0201,0.005,0.1329,6739,O=N(=O)c1cccc(c1C)C
250,2,0,26.3,1.83,5.675,6.873,7.234,7.317,-7.148,7.532,2.376,0.384,-16.11,46.66,0.0023,0.0161,0.0169,0.0031,7981,CCCCOC(=O)CC(C)C
251,3,0,43.37,7.1,3.745,3.92,4.089,4.461,-6.825,4.109,2.15,-2.716,134.41,53.69,0.1729,0.0001,0.0457,0.0,6693,O=C1OC(=O)c2c3c1cccc3ccc2
252,4,2,66.4,6.51,5.552,5.845,6.216,6.378,-6.887,6.833,-0.322,-0.054,122.41,32.72,0.0021,0.0014,0.0611,0.002,499,OC(=O)[C@@H]1CCC(=N1)O
253,5,3,100.62,2.06,4.405,4.765,4.886,5.162,-6.925,5.105,1.169,-1.82,230.22,47.65,0.0026,0.0001,0.0202,0.2508,5115,N[C@@H](c1ccc(cc1)C(=O)O)C(=O)O
254,4,4,106.18,4.4,5.027,5.092,5.604,5.706,-6.234,5.695,-1.485,-0.539,212.67,54.36,0.1156,0.0055,0.0003,0.0084,1855,OCC(CC1=C(C)C(=[N]=[C](=N1)O)O)CO
255,5,3,86.63,2.36,5.318,5.633,5.864,5.952,-6.934,6.659,-0.537,-0.275,177.51,39.1,0.001,0.0005,0.0009,0.0005,3868,OC(=O)[C@H]1NC[C@@H](C1)C(=O)O
256,2,1,29.26,1.53,4.653,5.002,5.139,5.314,-5.184,7.1,1.764,1.916,28.99,46.17,0.0068,0.0065,0.0038,0.0067,8459,NCCN(C(C)C)C(C)C
257,5,3,101.55,5.36,3.516,3.975,4.127,4.958,-6.305,3.709,1.089,-2.596,221.94,51.71,0.3775,0.2699,0.0001,0.0238,2054,N#C/C(=C\c1ccc(c(c1)O)O)/C(=O)O
258,1,0,23.79,3.86,6.835,7.177,7.335,7.479,-7.695,7.489,1.086,-0.207,-11.93,20.62,0.0657,0.2152,0.0249,0.0053,8009,C=CCC#N
259,2,1,83.12,3.44,3.904,4.16,4.579,5.061,-7.524,4.637,0.261,-2.887,83.34,26.41,0.0003,0.0001,0.0001,0.0022,1678,OC(=O)CCN(=O)=O
260,3,3,60.69,2.66,6.624,6.626,6.745,6.747,-7.154,9.048,-1.03,1.894,48.64,29.37,0.0004,0.0004,0.0354,0.0354,6502,OCC(CO)(CO)C
261,4,2,80.39,4.73,4.197,4.906,5.227,5.539,-6.705,5.219,0.468,-1.486,126.24,35.64,0.0005,0.002,0.0237,0.0125,358,C[C@@H](CC(=O)CC(=O)O)N
262,4,2,88.62,3.97,5.063,5.272,5.527,5.564,-6.082,6.495,1.242,0.414,124.84,43.06,0.0032,0.0006,0.006,0.0113,2111,C[C@](C(=O)O)(CCSC)N
263,2,1,23.47,2.73,5.371,5.608,5.785,6.04,-5.834,7.832,1.097,1.997,-6.64,44.63,0.0083,0.0313,0.0467,0.0064,7313,OCCN(C(C)C)C(C)C
264,1,1,26.02,1.41,5.564,6.089,6.274,6.383,-6.15,8.085,2.614,1.935,48.94,41.16,0.029,0.0036,0.0034,0.0017,7743,C[C@@H](CC1CCCC1)N
265,3,1,54.46,3.68,4.283,5.201,5.278,5.374,-6.874,5.587,0.353,-1.287,141.44,31.68,0.0019,0.1397,0.0019,0.0001,1044,C1=N[CH]c2c([N]1)[nH]cn2
266,5,5,101.15,3.23,6.331,6.704,6.788,6.854,-6.901,8.27,-2.558,1.369,66.53,36.77,0.0031,0.0012,0.0057,0.0046,3429,OC[C@H]([C@H]([C@H]([C@@H](O)C)O)O)O
267,4,3,114.9,5.87,5.23,5.331,5.622,5.668,-6.631,6.797,2.25,0.166,89.79,58.2,0.0312,0.003,0.001,0.0024,421,SCC[C@H](CCCCC(=O)O)S
268,3,1,51.8,5.68,3.8,4.348,4.507,4.958,-5.627,4.528,0.948,-1.099,88.32,31.4,0.0357,0.0017,0.003,0.0009,7939,[NH]C1=NC(=C[CH]N1)C
269,5,1,69.62,2.48,4.949,4.986,5.215,5.433,-5.842,5.442,1.01,-0.4,146.83,45.8,0.1801,0.0314,0.0366,0.0102,7,CCn1cnc2c1[N]C=N[C]2N
270,3,1,52.32,0.66,3.908,5.022,5.083,5.171,-5.464,4.514,1.637,-0.95,79.42,42.13,0.1101,0.0047,0.0,0.0432,8635,COC(=O)c1ccccc1N
271,3,2,75.17,2.09,5.263,5.424,5.855,6.138,-6.218,6.931,1.043,0.713,70.61,25.62,0.0051,0.0017,0.0013,0.0755,5142,CSC(=[NH2])[NH]
272,1,0,55.05,6.0,3.771,4.102,4.321,4.459,-6.759,4.599,2.127,-2.161,48.22,41.76,0.0,0.3003,0.0003,0.0121,7485,COc1ccc(cc1)N(=O)=O
273,3,2,63.32,4.51,5.642,5.744,5.913,6.232,-6.392,6.811,1.29,0.419,104.84,35.44,0.0089,0.0003,0.001,0.0008,564,NCCCCCC(=O)O
274,2,2,46.25,3.01,5.777,6.257,6.38,6.565,-6.52,8.163,2.367,1.644,66.23,51.94,0.0081,0.0191,0.002,0.0052,1551,NC[C@H](C1CCCCCCC1)O
275,2,1,35.25,1.83,4.329,4.442,4.817,4.996,-4.89,5.189,2.167,0.299,63.42,42.3,0.0167,0.0566,0.0032,0.0018,7610,COc1ccc(c(c1)C)N
276,2,1,37.3,4.51,3.981,4.316,4.557,5.256,-6.242,4.512,2.538,-1.731,139.98,50.91,0.0855,0.0061,0.0049,0.0031,6847,OC(=O)c1cccc2c1cccc2
277,2,1,37.3,3.95,5.724,6.438,7.35,7.448,-7.372,7.66,1.507,0.288,50.6,32.73,0.0004,0.0165,0.0097,0.0041,7755,C[C@H](CC)CC(=O)O
278,1,1,26.02,1.45,4.822,4.905,5.077,5.332,-6.019,5.358,1.697,-0.661,77.42,41.89,0.2483,0.0004,0.1752,0.003,1681,NCC#Cc1ccccc1
279,3,2,76.1,3.56,5.263,5.597,5.773,5.962,-6.724,6.762,0.391,0.038,72.85,26.24,0.0182,0.0004,0.0058,0.0038,6514,OC(=O)CCS
280,3,1,28.16,2.32,3.705,4.463,4.517,4.684,-5.279,4.308,2.038,-0.971,121.93,73.1,0.0963,0.0079,0.001,0.0096,5011,N1CCN(CC1)c1ccc2c(n1)cccc2
281,7,5,135.29,4.26,4.234,4.872,5.375,5.708,-7.353,5.785,-3.285,-1.567,146.46,37.58,0.001,0.0256,0.0008,0.0043,95,OC[C@@H]([C@@H](C(=O)[C@@H](C(=O)O)O)O)O
282,4,2,74.6,2.35,3.445,4.213,5.023,6.12,-7.63,4.991,-1.368,-2.64,92.6,19.67,0.0,0.0241,0.0,0.0003,964,OCC(=O)C(=O)O
283,4,3,79.37,4.79,4.685,4.852,5.294,5.335,-6.199,5.551,0.747,-0.648,146.18,45.03,0.0063,0.0991,0.0043,0.0015,1052,NCc1c(CO)cnc(c1O)C
284,3,3,97.83,1.71,5.247,5.563,5.764,5.872,-6.474,6.746,0.207,0.272,34.57,33.55,0.004,0.0239,0.0073,0.0078,3080,OC[C@@H](CS)S
